14	25:08
72	26:22
83	26:35
79	27:12
78	27:22
20	27:26
33	27:47
64	27:52
3	28:34
59	28:47
76	29:10
62	30:49
92	30:58
75	31:37
88	31:43
52	31:58
90	32:46
40	33:02
77	33:13
68	33:34
53	33:40
67	35:08
7	35:20
81	36:19
37	36:33
86	36:55
35	37:05
91	37:22
61	37:26
85	37:45
87	37:48
16	37:57
89	38:29
38	38:41
74	38:43
11	38:46
49	39:09
1	39:23
18	39:51
30	40:05
25	40:09
70	40:15
24	40:19
46	40:22
69	40:40
57	40:50
29	41:12
47	41:36
32	41:56
45	41:58
6	42:17
94	42:20
22	42:27
5	42:40
34	43:14
26	43:21
12	43:25
31	43:55
41	44:53
48	45:00
58	45:17
43	45:22
21	45:23
27	46:10
23	46:32
28	46:39
84	46:42
2	47:31
93	51:10
15	51:19
50	51:22
42	52:09
10	54:37
4	54:39
82	54:43
56	54:44
