19	25:19
229	25:46
238	25:50
46	25:53
117	25:56
77	26:00
52	26:05
148	26:23
111	26:26
235	26:34
65	26:40
199	26:48
215	26:52
196	26:58
101	27:14
130	27:40
83	27:50
7	28:05
16	28:17
183	28:23
132	28:30
212	28:37
221	28:38
147	28:43
233	28:46
44	28:59
180	29:03
234	29:18
251	29:26
85	29:35
193	29:36
182	29:49
3	30:01
72	30:10
14	30:24
155	30:29
127	31:00
119	31:13
189	31:15
166	31:17
110	31:17
39	31:46
102	31:49
174	31:57
94	32:06
171	32:11
113	32:14
165	32:17
6	32:20
40	32:27
100	32:38
108	32:43
200	33:23
11	33:29
50	33:31
223	33:41
136	33:48
142	33:57
80	33:59
24	34:02
242	34:13
134	34:21
216	34:26
93	34:28
168	34:37
95	34:53
104	34:55
162	35:00
96	35:10
61	35:21
78	35:29
36	35:31
71	35:36
194	35:45
47	36:10
157	36:10
4	36:11
207	36:12
123	36:13
109	36:18
74	36:19
124	36:21
246	36:24
144	36:30
89	36:35
18	36:36
62	36:43
88	36:44
150	36:45
217	36:48
20	36:57
30	37:02
103	37:03
187	37:08
140	37:15
86	37:21
114	37:23
87	37:26
42	37:37
252	37:46
245	37:49
239	37:57
41	38:01
154	38:04
151	38:08
118	38:10
141	38:15
2	38:18
224	38:24
37	38:25
73	38:29
232	38:32
133	38:39
12	38:53
247	39:03
143	39:05
203	39:11
66	39:17
161	39:36
218	39:47
45	39:49
192	39:52
112	39:55
139	39:57
177	40:10
156	40:13
43	40:28
225	40:36
125	40:40
67	40:59
38	41:04
25	41:07
58	41:15
190	41:32
191	41:34
56	41:35
206	41:36
149	41:42
107	41:42
230	41:43
53	41:47
59	41:48
250	41:51
106	41:55
76	42:01
220	42:07
241	42:08
10	42:11
15	42:14
54	42:16
115	42:24
197	42:31
176	42:38
204	42:49
69	43:11
91	43:15
145	43:20
178	43:36
35	44:30
120	44:41
210	44:52
135	44:56
219	45:02
208	45:05
214	45:07
159	45:23
122	45:38
68	45:51
70	45:54
184	46:05
237	46:09
164	46:11
129	46:14
209	46:27
128	46:37
60	46:39
9	46:54
211	47:11
244	47:14
153	47:17
116	47:30
138	47:37
23	47:58
22	48:42
158	48:53
131	49:26
185	49:41
63	51:05
126	51:28
121	51:59
179	52:11
205	52:17
170	52:31
21	52:58
48	53:31
84	54:41
228	57:17
92	1:00:35
64	1:03:05
