181	25:53
108	26:33
127	27:06
131	27:25
103	27:42
159	28:16
101	28:48
189	29:04
142	29:08
162	29:28
137	29:39
178	29:54
171	30:06
164	30:15
179	30:17
154	30:19
180	30:25
184	30:28
130	30:43
150	30:51
183	31:00
186	31:10
129	31:13
160	31:15
117	31:17
111	31:22
112	31:56
173	32:07
145	32:17
107	32:18
172	32:20
102	32:48
104	33:05
157	33:33
140	34:02
188	34:15
132	34:28
123	34:32
122	34:36
115	34:41
134	35:02
118	35:03
147	35:09
161	35:14
141	35:36
193	35:49
177	35:57
168	35:58
133	36:06
170	36:31
165	36:39
146	36:51
106	36:54
153	36:56
163	37:03
143	37:20
191	37:22
121	37:24
144	37:41
119	37:47
151	37:54
116	38:40
128	39:07
126	39:13
125	39:16
182	39:19
105	39:24
158	39:30
155	39:33
194	40:27
192	41:31
195	43:31
113	43:55
148	44:18
187	45:17
138	45:58
167	46:16
109	49:05
185	49:11
114	50:04
139	50:05
136	50:11
156	50:43
190	50:51
149	52:17
124	53:51
