72	28:18
82	29:04
74	29:24
56	30:50
87	31:15
77	33:12
86	33:29
52	33:31
85	33:47
8	34:00
88	34:08
65	34:13
39	34:30
51	34:52
11	34:59
2	35:04
4	35:23
53	35:53
35	35:54
91	36:35
6	37:33
9	37:43
92	38:21
21	38:32
7	38:44
59	38:47
54	38:51
33	38:55
55	39:31
17	39:31
16	39:42
37	39:52
49	39:58
36	40:02
14	40:11
34	40:14
73	40:20
81	40:29
1	40:38
38	40:45
75	40:47
22	40:49
3	40:53
46	41:22
12	41:35
83	41:37
68	41:46
79	42:02
61	42:08
47	42:35
58	42:54
42	43:20
80	43:48
60	44:09
48	44:15
76	44:21
44	44:39
67	44:53
90	45:00
29	45:03
23	45:11
5	45:34
78	45:53
71	46:12
20	46:53
84	46:55
24	47:01
32	47:37
18	47:46
26	48:22
62	48:50
63	48:59
64	49:15
50	49:37
25	49:58
69	50:34
19	50:38
10	53:15
40	53:47
66	54:08
31	57:48
