142	6:41
130	6:41
176	6:45
143	6:47
171	6:49
162	6:56
125	6:59
126	7:01
174	7:03
158	7:04
172	7:05
108	7:09
131	7:11
159	7:15
122	7:20
102	7:23
153	7:23
109	7:27
117	7:29
173	7:31
169	7:32
111	7:43
127	7:43
115	7:45
160	7:46
140	7:48
128	7:49
119	7:52
103	7:54
133	7:54
112	7:56
138	7:57
106	7:59
166	7:59
141	8:00
181	8:02
170	8:09
136	8:12
123	8:15
147	8:16
168	8:17
148	8:19
139	8:21
156	8:22
180	8:23
146	8:23
179	8:25
152	8:25
151	8:27
104	8:28
144	8:32
154	8:35
183	8:36
137	8:36
116	8:36
132	8:42
135	8:42
164	8:44
107	8:45
110	8:52
184	9:00
121	9:03
101	9:04
155	9:04
120	9:07
124	9:16
150	9:27
149	9:32
175	9:59
105	10:01
161	10:43
177	10:47
129	11:01
21	11:09
1	11:33
10	11:34
35	11:50
18	12:12
30	12:27
36	12:40
32	12:46
3	13:23
15	13:25
19	13:40
8	13:44
12	13:46
16	13:50
31	14:58
37	15:02
20	15:05
25	15:07
27	15:08
38	15:22
69	15:25
5	15:31
23	15:34
65	15:47
26	16:02
118	16:02
68	16:19
13	16:37
17	16:43
56	17:14
28	17:18
47	17:45
9	18:09
14	18:14
34	18:15
60	18:17
51	18:20
42	18:35
33	18:39
52	19:03
55	19:10
39	19:17
57	19:21
61	19:32
24	19:47
70	19:48
66	20:06
53	20:17
45	20:55
40	21:45
59	22:47
50	22:55
58	22:59
46	23:16
43	23:30
64	23:32
11	23:44
54	26:40
41	28:31
