90	24:27:00
89	24:40:00
88	25:14:00
87	25:44:00
86	26:00:00
85	26:27:00
84	26:35:00
83	26:45:00
82	27:54:00
81	27:59:00
80	28:12:00
79	28:50:00
78	29:11:00
77	29:15:00
76	29:25:00
75	29:58:00
74	30:03:00
73	30:10:00
72	30:15:00
71	31:00:00
70	31:03:00
69	31:11:00
68	31:47:00
67	31:53:00
66	32:15:00
65	32:19:00
64	32:26:00
63	32:42:00
62	32:51:00
61	32:58:00
60	33:09:00
59	33:17:00
58	33:21:00
57	33:26:00
56	33:37:00
55	33:46:00
54	33:56:00
53	33:58:00
52	34:14:00
51	34:43:00
50	34:53:00
49	35:08:00
48	35:10:00
47	35:12:00
46	35:23:00
45	35:41:00
44	35:46:00
43	35:53:00
42	35:59:00
41	36:06:00
40	36:21:00
39	36:28:00
38	36:42:00
37	36:50:00
36	37:04:00
35	37:06:00
34	37:25:00
33	37:31:00
32	37:32:00
31	38:04:00
30	38:05:00
29	38:24:00
28	38:37:00
27	38:39:00
26	39:10:00
25	39:23:00
24	39:42:00
23	40:11:00
22	40:21:00
21	40:38:00
20	41:02:00
19	43:21:00
18	43:23:00
17	43:27:00
16	44:06:00
15	44:09:00
14	44:14:00
13	44:20:00
12	44:53:00
11	45:55:00
10	46:03:00
9	47:19:00
8	47:37:00
7	51:08:00
6	52:54:00
5	53:32:00
4	53:49:00
3	54:06:00
2	54:23:00
1	54:40:00
