169	00:22:00
168	00:22:05
167	00:22:10
166	00:22:15
165	00:22:20
164	00:22:25
163	00:22:30
162	00:22:35
161	00:22:40
160	00:22:45
159	00:22:50
158	00:22:55
157	00:23:00
156	00:23:05
155	00:23:10
154	00:23:15
153	00:23:20
152	00:23:25
151	00:23:30
150	00:23:35
149	00:23:40
148	00:23:45
147	00:23:50
146	00:23:55
145	00:24:00
144	00:24:05
143	00:24:10
142	00:24:15
141	00:24:20
140	00:24:25
139	00:24:30
138	00:24:35
137	00:24:40
136	00:24:45
135	00:24:50
134	00:24:55
133	00:25:00
132	00:25:05
131	00:25:10
130	00:25:15
129	00:25:20
128	00:25:25
127	00:25:30
126	00:25:35
125	00:25:40
124	00:25:45
123	00:25:50
122	00:25:55
121	00:26:00
120	00:26:05
119	00:26:10
118	00:26:15
117	00:26:20
116	00:26:25
115	00:26:30
114	00:26:35
113	00:26:40
112	00:26:45
111	00:26:50
110	00:26:55
109	00:27:00
108	00:27:05
107	00:27:10
106	00:27:15
105	00:27:20
104	00:27:25
103	00:27:30
102	00:27:35
101	00:27:40
100	00:27:45
99	00:27:50
98	00:27:55
97	00:28:00
96	00:28:05
95	00:28:10
94	00:28:15
93	00:28:20
92	00:28:25
91	00:28:30
90	00:28:35
89	00:28:40
88	00:28:45
87	00:28:50
86	00:28:55
85	00:29:00
84	00:29:05
83	00:29:10
82	00:29:15
81	00:29:20
80	00:29:25
79	00:29:30
78	00:29:35
77	00:29:40
76	00:29:45
75	00:29:50
74	00:29:55
73	00:30:00
72	00:30:05
71	00:30:10
70	00:30:15
69	00:30:20
68	00:30:25
67	00:30:30
66	00:30:35
65	00:30:40
64	00:30:45
63	00:30:50
62	00:30:55
61	00:31:00
60	00:31:05
59	00:31:10
58	00:31:15
57	00:31:20
56	00:31:25
55	00:31:30
54	00:31:35
53	00:31:40
52	00:31:45
51	00:31:50
50	00:31:55
49	00:32:00
48	00:32:05
47	00:32:10
46	00:32:15
45	00:32:20
44	00:32:25
43	00:32:30
42	00:32:35
41	00:32:40
40	00:32:45
39	00:32:50
38	00:32:55
37	00:33:00
36	00:33:05
35	00:33:10
34	00:33:15
33	00:33:20
32	00:33:25
31	00:33:30
30	00:33:35
29	00:33:40
28	00:33:45
27	00:33:50
26	00:33:55
25	00:34:00
24	00:34:05
23	00:34:10
22	00:34:15
21	00:34:20
20	00:34:25
19	00:34:30
18	00:34:35
17	00:34:40
16	00:34:45
15	00:34:50
14	00:34:55
13	00:35:00
12	00:35:05
11	00:35:10
10	00:35:15
9	00:35:20
8	00:35:25
7	00:35:30
6	00:35:35
5	00:35:40
4	00:35:45
3	00:35:50
2	00:35:55
1	00:36:00
