1	0:25:00
2	0:25:53
3	0:26:46
4	0:27:39
5	0:28:32
6	0:29:25
7	0:30:18
8	0:31:11
9	0:32:04
10	0:32:57
11	0:33:50
12	0:34:43
13	0:35:36
14	0:36:29
15	0:37:22
16	0:38:15
17	0:39:08
18	0:40:01
19	0:40:54
20	0:41:47
21	0:42:40
22	0:43:33
23	0:44:26
24	0:45:19
25	0:46:12
26	0:47:05
27	0:47:58
28	0:48:51
29	0:49:44
30	0:50:37
31	0:51:30
32	0:52:23
33	0:53:16
34	0:54:09
35	0:55:02
36	0:55:55
37	0:56:48
38	0:57:41
39	0:58:34
40	0:59:27
41	1:00:20
42	1:01:13
43	1:02:06
44	1:02:59
45	1:03:52
46	1:04:45
47	1:05:38
48	1:06:31
49	1:07:24
50	1:08:17
51	1:09:10
52	1:10:03
53	1:10:56
54	1:11:49
55	1:12:42
56	1:13:35
57	1:14:28
58	1:15:21
59	1:16:14
60	1:17:07
61	1:18:00
62	1:18:53
63	1:19:46
64	1:20:39
65	1:21:32
66	1:22:25
67	1:23:18
68	1:24:11
69	1:25:04
70	1:25:57
71	1:26:50
72	1:27:43
73	1:28:36
74	1:29:29
75	1:30:22
76	1:31:15
77	1:32:08
78	1:33:01
79	1:33:54
80	1:34:47
81	1:35:40
82	1:36:33
83	1:37:00
